"Country","City/Town","Address/Location","Latitude","Longitude","Coordinates","Location Type","ID #","Incident Reporting Date","Incident Start Date","Incident End Date","Trafficking Type","Trafficking Sub-Type","Recruitment Method","Control Method","Transportation Method","Trafficker Nationality","Trafficker Gender","Trafficker Age","Victim Nationality","Victim Gender","Victim Age","Incident Summary","URL Source Article","Info Source","BoI Name","BOI Type","BoI Location","BoI Open Hours","Data Provider","Data Source"
"United States","","","","","42.36565,-71.10832","Source","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","41.66704,-72.66648","Source","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","44.25029,-85.50033","Reference","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","43.66702,-71.4998","Source","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","31.00047,-92.0004","Source","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Source","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","37.54812,-77.44675","Unknown","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","38.91868,-84.26355","Reference","601215e9163442ac6363ab61","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://www.newspressnow.com/news/national_news/election2020/democratic-congressman-to-introduce-sweeping-child-abuse-prevention-bill-monday/article_37bf96f1-e477-5225-8d47-5d3fcde13776.html","Internet/URL","","","","","","tah"
"United States","","","","","34.00043,-81.00009","Arrest","601215e9163442ac6363ab55","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://sandrarose.com/2021/01/police-release-heavily-redacted-report-in-murder-case-of-girl-3-beaten-to-death-by-worst-cooks-winner-and-her-husband/","Internet/URL","","","","","","tah"
"Philippines","","","","","10.06667,124.33333","Unknown","601215e9163442ac6363ab78","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.journal-advocate.com/2021/01/25/sterling-police-officers-make-arrests-for-identity-theft-motor-vehicle-theft","Internet/URL","","","","","","tah"
"United States","","","","","41.4995,-81.69541","Unknown","601215e9163442ac6363ab78","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.journal-advocate.com/2021/01/25/sterling-police-officers-make-arrests-for-identity-theft-motor-vehicle-theft","Internet/URL","","","","","","tah"
"South Africa","","","","","-29,24","Target","601215e9163442ac6363ab52","","","","Child Trafficking","Servitude","","Forced","","","","","","","","","https://www.globaldiasporanews.com/international-year-for-the-elimination-of-child-labour/","Internet/URL","","","","","","tah"
"United States","","","","","35.55152,-97.4072","Unknown","601215e9163442ac6363ab69","","","","Child Sexual Exploitation","Servitude","","Minor","","","","","","","","","https://www.koco.com/article/2-arrested-1-on-the-run-after-being-accused-of-locking-young-girl-in-dog-cage-nicoma-park-police-say/35313275","Internet/URL","","","","","","tah"
"United States","","","","","46.25024,-94.25055","Reference","601215e9163442ac6363ab83","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","CAR","","","","","","","","https://medicalxpress.com/news/2021-01-anti-poverty-policies-child-neglect.html","Internet/URL","","","","","","tah"
"United States","","","","","35.49209,-97.50328","Source","601215e9163442ac6363ab83","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","CAR","","","","","","","","https://medicalxpress.com/news/2021-01-anti-poverty-policies-child-neglect.html","Internet/URL","","","","","","tah"
"United States","","","","","38.50038,-80.50009","Arrest","60121ecfa00115746dac411d","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.wowktv.com/top-stories/wv-attorney-general-patrick-morrisey-brings-awareness-to-human-trafficking/","Internet/URL","","","","","","tah"
"Hong Kong","","","","","22.49471,114.13812","Unknown","601215e9163442ac6363ab84","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://nigerianewspapersonline.net/news/buhari-inaugurates-presidential-steering-committee-on-alternate-school-programme/","Internet/URL","","","","","","tah"
"Nigeria","","","","","6.45407,3.39467","Unknown","601215e9163442ac6363ab84","","","","Child Trafficking","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://nigerianewspapersonline.net/news/buhari-inaugurates-presidential-steering-committee-on-alternate-school-programme/","Internet/URL","","","","","","tah"
"United States","","","","","43.00035,-75.4999","Target","60121ecfa00115746dac411e","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://www.northcentralpa.com/features/the-hidden-problem-social-media-s-role-in-human-trafficking-and-sexual-exploitation/article_ae2f220a-5f40-11eb-a341-8b960e8ce5b0.html","Internet/URL","","","","","","tah"
"United States","","","","","41.24119,-77.00108","Reference","60121ecfa00115746dac411e","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://www.northcentralpa.com/features/the-hidden-problem-social-media-s-role-in-human-trafficking-and-sexual-exploitation/article_ae2f220a-5f40-11eb-a341-8b960e8ce5b0.html","Internet/URL","","","","","","tah"
"United States","","","","","37.80179,-80.44563","Transit","60121ecfa00115746dac411e","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://www.northcentralpa.com/features/the-hidden-problem-social-media-s-role-in-human-trafficking-and-sexual-exploitation/article_ae2f220a-5f40-11eb-a341-8b960e8ce5b0.html","Internet/URL","","","","","","tah"
"United States","","","","","40.2737,-76.88442","Transit","60121ecfa00115746dac411e","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://www.northcentralpa.com/features/the-hidden-problem-social-media-s-role-in-human-trafficking-and-sexual-exploitation/article_ae2f220a-5f40-11eb-a341-8b960e8ce5b0.html","Internet/URL","","","","","","tah"
"United States","","","","","34.00043,-81.00009","Unknown","601215e9163442ac6363ab8c","","","","Child Sexual Exploitation","","","Minor","","","","","","","","","http://www.dailymagazine.news/food-network-removes-season-of-cooking-show-after-winner-arrested-in-child-s-death-nid-1421785.html","Internet/URL","","","","","","tah"
"United States","","","","","35.50069,-80.00032","Unknown","601215e9163442ac6363ab8d","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.wfmynews2.com/article/news/local/good-morning-show/ways-to-fight-human-trafficking/83-8b6ed5d5-8ca2-4c0f-861a-2599d0064967","Internet/URL","","","","","","tah"
"Netherlands","","","","","52.37403,4.88969","Unknown","601215e9163442ac6363ab89","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","BOAT","","","","","","","","https://robertamsterdam.com/latest-scandal-at-gulen-run-charter-school-in-orlando-underscores-need-for-urgent-investigation/","Internet/URL","","","","","","tah"
"Turkey","","","","","39,35","Unknown","601215e9163442ac6363ab89","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","BOAT","","","","","","","","https://robertamsterdam.com/latest-scandal-at-gulen-run-charter-school-in-orlando-underscores-need-for-urgent-investigation/","Internet/URL","","","","","","tah"
"United States","","","","","40.00032,-89.25037","Source","601215e9163442ac6363ab89","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","BOAT","","","","","","","","https://robertamsterdam.com/latest-scandal-at-gulen-run-charter-school-in-orlando-underscores-need-for-urgent-investigation/","Internet/URL","","","","","","tah"
"United States","","","","","28.53834,-81.37924","Reference","601215e9163442ac6363ab89","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","BOAT","","","","","","","","https://robertamsterdam.com/latest-scandal-at-gulen-run-charter-school-in-orlando-underscores-need-for-urgent-investigation/","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Source","601215e9163442ac6363ab89","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","BOAT","","","","","","","","https://robertamsterdam.com/latest-scandal-at-gulen-run-charter-school-in-orlando-underscores-need-for-urgent-investigation/","Internet/URL","","","","","","tah"
"United States","","","","","44.25029,-85.50033","Unknown","60121ecfa00115746dac4121","","","","Child Trafficking","","","Minor","TRUCK","","","","","","","","https://www.uppermichiganssource.com/2021/01/19/msp-motor-carrier-officers-join-neighboring-forces-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United Kingdom","","","","","51.50853,-0.12574","Unknown","601215e9163442ac6363ab87","","","","Child Sexual Exploitation","Sexual Servitude","","Sexual Abuse","","","","","","","","","https://www.theguardian.com/global-development/2021/jan/26/covid-imperils-family-planning-in-poorest-countries-says-global-project","Internet/URL","","","","","","tah"
"Ivory Coast","","","","","8,-5.5","Target","601215e9163442ac6363abb4","","","","Child Labour","","","Minor","","","","","","","","","https://www.checkout.ie/supply-chain/120039-2-120039","Internet/URL","","","","","","tah"
"Ghana","","","","","8.1,-1.2","Unknown","601215e9163442ac6363abb4","","","","Child Labour","","","Minor","","","","","","","","","https://www.checkout.ie/supply-chain/120039-2-120039","Internet/URL","","","","","","tah"
"United States","","","","","38.91706,-77.00025","Unknown","601218852ef69024dd6d79bb","","","","Child Trafficking","Illicit Activities","","Forced","CAR","","","","","","","","https://www.justice.gov/usao-md/pr/maryland-us-attorney-s-office-continues-fight-against-human-trafficking-0","Internet/URL","","","","","","tah"
"United States","","","","","38.88511,-76.91581","Unknown","601218852ef69024dd6d79bb","","","","Child Trafficking","Illicit Activities","","Forced","CAR","","","","","","","","https://www.justice.gov/usao-md/pr/maryland-us-attorney-s-office-continues-fight-against-human-trafficking-0","Internet/URL","","","","","","tah"
"United States","","","","","39.29038,-76.61219","Unknown","601218852ef69024dd6d79bb","","","","Child Trafficking","Illicit Activities","","Forced","CAR","","","","","","","","https://www.justice.gov/usao-md/pr/maryland-us-attorney-s-office-continues-fight-against-human-trafficking-0","Internet/URL","","","","","","tah"
"United States","","","","","39.25072,-76.93119","Arrest","601218852ef69024dd6d79bb","","","","Child Trafficking","Illicit Activities","","Forced","CAR","","","","","","","","https://www.justice.gov/usao-md/pr/maryland-us-attorney-s-office-continues-fight-against-human-trafficking-0","Internet/URL","","","","","","tah"
"United States","","","","","39.00039,-76.74997","Target","601218852ef69024dd6d79bb","","","","Child Trafficking","Illicit Activities","","Forced","CAR","","","","","","","","https://www.justice.gov/usao-md/pr/maryland-us-attorney-s-office-continues-fight-against-human-trafficking-0","Internet/URL","","","","","","tah"
"United States","","","","","39.09928,-76.84831","Unknown","601218852ef69024dd6d79bb","","","","Child Trafficking","Illicit Activities","","Forced","CAR","","","","","","","","https://www.justice.gov/usao-md/pr/maryland-us-attorney-s-office-continues-fight-against-human-trafficking-0","Internet/URL","","","","","","tah"
"United States","","","","","47.50012,-120.50147","Unknown","601218852ef69024dd6d79bb","","","","Child Trafficking","Illicit Activities","","Forced","CAR","","","","","","","","https://www.justice.gov/usao-md/pr/maryland-us-attorney-s-office-continues-fight-against-human-trafficking-0","Internet/URL","","","","","","tah"
"United States","","","","","39.73915,-104.9847","Arrest","601215e9163442ac6363ab88","","","","Child Sexual Exploitation","Illicit Activities","","Minor","CAR","","","","","","","","https://www.9news.com/article/news/crime/denver-police-search-kidnapping-child-abuse-suspect/73-c3f06ca2-b740-415d-a2ea-a70d823d6ff8","Internet/URL","","","","","","tah"
"United States","","","","","27.94752,-82.45843","Reference","60121ecfa00115746dac411f","","","","Forced Criminality","Sexual Servitude","","Forced","","","","","","","","","https://patch.com/florida/pinellasbeaches/pinellas-county-leaders-urge-heightened-awareness-human-trafficking-ahead","Internet/URL","","","","","","tah"
"Cambodia","","","","","11.56245,104.91601","Unknown","60121ecfa00115746dac4120","","","","Child Trafficking","Servitude","","Minor","","","","","","","","","https://www.khmertimeskh.com/50806976/cambodia-reviews-11-year-old-policy-on-rights-of-human-trafficking-victims/","Internet/URL","","","","","","tah"
"Cambodia","","","","","12.16667,104.55","Unknown","60121ecfa00115746dac4120","","","","Child Trafficking","Servitude","","Minor","","","","","","","","","https://www.khmertimeskh.com/50806976/cambodia-reviews-11-year-old-policy-on-rights-of-human-trafficking-victims/","Internet/URL","","","","","","tah"
"Cambodia","","","","","12.91667,103.08333","Unknown","60121ecfa00115746dac4120","","","","Child Trafficking","Servitude","","Minor","","","","","","","","","https://www.khmertimeskh.com/50806976/cambodia-reviews-11-year-old-policy-on-rights-of-human-trafficking-victims/","Internet/URL","","","","","","tah"
"United States","","","","","32.75041,-86.75026","Source","60121ecfa00115746dac4124","","","","Child Trafficking","Illicit Activities","","Forced","TRUCK","","","","","","","","https://www.montgomeryadvertiser.com/story/opinion/2021/01/25/truckers-important-line-defense-against-human-trafficking/4249156001/","Internet/URL","","","","","","tah"
"Mexico","","","","","27.33032,-99.59479","Unknown","60121ecfa00115746dac4124","","","","Child Trafficking","Illicit Activities","","Forced","TRUCK","","","","","","","","https://www.montgomeryadvertiser.com/story/opinion/2021/01/25/truckers-important-line-defense-against-human-trafficking/4249156001/","Internet/URL","","","","","","tah"
"Australia","","","","","-25,135","Target","601215e9163442ac6363ab81","","","","Child Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://timesofmalta.com/articles/view/two-priests-to-be-arraigned-with-rape-of-altar-boy.847386","Internet/URL","","","","","","tah"
"Nigeria","","","","","10,8","Reference","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"Democratic Republic of the Congo","","","","","-2.5,23.5","Unknown","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"Ethiopia","","","","","9,39.5","Unknown","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"Afghanistan","","","","","33,66","Unknown","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"Sudan","","","","","16,30","Unknown","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"Syria","","","","","35,38","Unknown","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"Pakistan","","","","","30,70","Unknown","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"South Sudan","","","","","7.5,30","Reference","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"Yemen","","","","","14.22828,44.54809","Unknown","601215e9163442ac6363ab90","","","","Child Labour","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://humangle.ng/60-million-children-in-nigeria-yemen-6-other-countries-need-help-to-survive-this-year/","Internet/URL","","","","","","tah"
"United States","","","","","44.00013,-120.50139","Unknown","601215e9163442ac6363aba3","","","","Child Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","https://nypost.com/2021/01/20/former-first-grade-teacher-pleads-guilty-to-sex-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","46.25024,-94.25055","Reference","601215e9163442ac6363aba6","","","","Child Labour","Arts and Entertainment","","Minor","","","","","","","","","https://www.eurekalert.org/pub_releases/2021-01/uow-apc012621.php","Internet/URL","","","","","","tah"
"United States","","","","","35.49209,-97.50328","Source","601215e9163442ac6363aba6","","","","Child Labour","Arts and Entertainment","","Minor","","","","","","","","","https://www.eurekalert.org/pub_releases/2021-01/uow-apc012621.php","Internet/URL","","","","","","tah"
"United States","","","","","32.75041,-89.75036","Arrest","60121ecfa00115746dac4140","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.wjtv.com/news/state/man-arrested-during-human-trafficking-operation-in-marshall-county/","Internet/URL","","","","","","tah"
"United States","","","","","34.76225,-89.50305","Arrest","60121ecfa00115746dac4140","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.wjtv.com/news/state/man-arrested-during-human-trafficking-operation-in-marshall-county/","Internet/URL","","","","","","tah"
"United States","","","","","34.50034,-106.00085","Target","60121ecfa00115746dac413f","","","","Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.ktsm.com/news/border-report/nm-lawmakers-move-to-crack-down-on-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Unknown","60121ecfa00115746dac413f","","","","Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.ktsm.com/news/border-report/nm-lawmakers-move-to-crack-down-on-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","38.20042,-84.87762","Unknown","60121ecfa00115746dac414d","","","","Sexual Exploitation","Prostitution/Brothel/Escort Agency","","Minor","TRUCK","","","","","","","","https://www.wtvq.com/2021/01/26/ag-cameron-talks-tackling-human-trafficking-on-a-local-level-at-the-root/","Internet/URL","","","","","","tah"
"United States","","","","","37.98869,-84.47772","Source","60121ecfa00115746dac414d","","","","Sexual Exploitation","Prostitution/Brothel/Escort Agency","","Minor","TRUCK","","","","","","","","https://www.wtvq.com/2021/01/26/ag-cameron-talks-tackling-human-trafficking-on-a-local-level-at-the-root/","Internet/URL","","","","","","tah"
"United States","","","","","27.94752,-82.45843","Reference","60121ecfa00115746dac4133","","","","Forced Criminality","Sexual Servitude","","Forced","","","","","","","","","https://patch.com/florida/clearwater/leaders-urge-heightened-public-awareness-human-trafficking-ahead-super-bowl-lv","Internet/URL","","","","","","tah"
"Georgia","","","","","41.99998,43.4999","Arrest","60121ecfa00115746dac414b","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.wsav.com/now/savannah-traffick-jam-virtually-returns-for-6th-year-to-raise-awareness-about-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","32.08354,-81.09983","Rescued","60121ecfa00115746dac414b","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.wsav.com/now/savannah-traffick-jam-virtually-returns-for-6th-year-to-raise-awareness-about-human-trafficking/","Internet/URL","","","","","","tah"
"Georgia","","","","","41.99998,43.4999","Arrest","60121ecfa00115746dac412e","","","","Child Trafficking","Sexual Servitude","","Minor","CAR","","","","","","","","https://www.wjcl.com/article/ga-gov-kemp-pushes-for-state-law-changes-to-combat-human-trafficking/35314402","Internet/URL","","","","","","tah"
"United States","","","","","36.74773,-119.77237","Unknown","60121ecfa00115746dac414f","","","","Child Trafficking","Accommodation/Hotel/Motel","","Minor","","","","","","","","","https://sanfrancisco.cbslocal.com/2021/01/26/sunnyvale-human-trafficking-arrests-motel-6-matilda-avenue/","Internet/URL","","","","","","tah"
"United States","","","","","38.50038,-80.50009","Target","60121ecfa00115746dac414c","","","","Forced Criminality","Sexual Servitude","","Forced","","","","","","","","","https://www.wboy.com/top-stories/virtual-seminar-held-to-learn-about-human-trafficking-in-wv/","Internet/URL","","","","","","tah"
"Georgia","","","","","41.99998,43.4999","Arrest","60121ecfa00115746dac412b","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.fox5atlanta.com/news/gov-kemp-first-lady-unveil-new-anti-human-trafficking-proposals","Internet/URL","","","","","","tah"
"United States","","","","","33.749,-84.38798","Arrest","60121ecfa00115746dac412b","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.fox5atlanta.com/news/gov-kemp-first-lady-unveil-new-anti-human-trafficking-proposals","Internet/URL","","","","","","tah"
"United States","","","","","33.57786,-101.85517","Unknown","60121ecfa00115746dac414e","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.everythinglubbock.com/news/local-news/txbluesandproject-raises-awareness-on-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Target","60121ecfa00115746dac414e","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.everythinglubbock.com/news/local-news/txbluesandproject-raises-awareness-on-human-trafficking/","Internet/URL","","","","","","tah"
"Georgia","","","","","41.99998,43.4999","Target","60121ecfa00115746dac412c","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://patch.com/georgia/roswell/anti-human-trafficking-initiatives-proposed-ga-officials","Internet/URL","","","","","","tah"
"United States","","","","","34.50034,-106.00085","Target","60121ecfa00115746dac413b","","","","Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.ktsm.com/news/nm-lawmakers-move-to-crack-down-on-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Unknown","60121ecfa00115746dac413b","","","","Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.ktsm.com/news/nm-lawmakers-move-to-crack-down-on-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","34.76225,-89.50305","Arrest","60121ecfa00115746dac4152","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.fox13memphis.com/news/local/tip-leads-human-trafficking-arrest/KVODQ3SUIREPLHTULMTJSUWJZI/","Internet/URL","","","","","","tah"
"United States","","","","","34.05223,-118.24368","Arrest","60121ecfa00115746dac4134","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://realscreen.com/2021/01/26/mira-sorvino-catalina-content-ready-human-trafficking-docuseries/","Internet/URL","","","","","","tah"
"United States","","","","","46.25024,-94.25055","Arrest","60121ecfa00115746dac4148","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.kimt.com/content/news/Assistant-US-Attorney-brings-awareness-to-Minnesota-human-trafficking-573666781.html","Internet/URL","","","","","","tah"
"United States","","","","","34.50034,-106.00085","Target","60121ecfa00115746dac413e","","","","Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.localsyr.com/border-report-tour/nm-lawmakers-move-to-crack-down-on-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Unknown","60121ecfa00115746dac413e","","","","Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.localsyr.com/border-report-tour/nm-lawmakers-move-to-crack-down-on-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","34.64621,-89.30535","Unknown","60121ecfa00115746dac414a","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.localmemphis.com/article/news/crime/marshall-county-mississippi-man-accused-of-human-trafficking/522-4d241abd-f375-473d-86ec-766a82f64efb","Internet/URL","","","","","","tah"
"United States","","","","","39.76,-98.5","Unknown","60121ecfa00115746dac412a","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.nationalreview.com/2021/01/covid-19-has-made-human-trafficking-of-children-worse/","Internet/URL","","","","","","tah"
"Mexico","","","","","27.33032,-99.59479","Unknown","60121ecfa00115746dac412a","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.nationalreview.com/2021/01/covid-19-has-made-human-trafficking-of-children-worse/","Internet/URL","","","","","","tah"
"United States","","","","","39.76,-98.5","Unknown","60121ecfa00115746dac4136","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://news.yahoo.com/covid-19-made-human-trafficking-113044030.html","Internet/URL","","","","","","tah"
"Mexico","","","","","27.33032,-99.59479","Unknown","60121ecfa00115746dac4136","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://news.yahoo.com/covid-19-made-human-trafficking-113044030.html","Internet/URL","","","","","","tah"
"United States","","","","","29.95465,-90.07507","Reference","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
"United States","","","","","32.75041,-86.75026","Target","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
"United States","","","","","33.749,-84.38798","Source","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
"United States","","","","","30.69436,-88.04305","Unknown","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
"United States","","","","","31.22323,-85.39049","Unknown","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
"United States","","","","","34.44425,-85.71969","Reference","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
"United States","","","","","34.35823,-86.29446","Unknown","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
"United States","","","","","34.76309,-86.55021","Arrest","60121ecfa00115746dac413a","","","","Child Trafficking","Illicit Activities","","Forced","","","","","","","","","https://www.thealabamabaptist.org/human-trafficking-enslaves-image-bearers-of-god/","Internet/URL","","","","","","tah"
