"Country","City/Town","Address/Location","Latitude","Longitude","Coordinates","Location Type","ID #","Incident Reporting Date","Incident Start Date","Incident End Date","Trafficking Type","Trafficking Sub-Type","Recruitment Method","Control Method","Transportation Method","Trafficker Nationality","Trafficker Gender","Trafficker Age","Victim Nationality","Victim Gender","Victim Age","Incident Summary","URL Source Article","Info Source","BoI Name","BOI Type","BoI Location","BoI Open Hours","Data Provider","Data Source"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a908000","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.nugget.ca/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a908001","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.midnorthmonitor.com/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a907ffe","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.saultstar.com/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","60039e1e793245300361f666","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.monroenews.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a908006","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.timminstimes.com/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a907ffd","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.elliotlakestandard.ca/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"South Africa","","","","","-29,24","Target","60038d4a8fcafbaf2a908007","","","","Child Labour","Servitude","","Forced","","","","","","","","","https://reliefweb.int/report/world/2021-international-year-elimination-child-labour","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a907fff","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.thesudburystar.com/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"United States","","","","","32.75041,-86.75026","Unknown","60039e1e793245300361f65a","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.cbs42.com/news/the-wellhouse-in-birmingham-speaks-out-on-human-trafficking-prevention-month/","Internet/URL","","","","","","tah"
"United States","","","","","33.52066,-86.80249","Arrest","60039e1e793245300361f65a","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.cbs42.com/news/the-wellhouse-in-birmingham-speaks-out-on-human-trafficking-prevention-month/","Internet/URL","","","","","","tah"
"United States","","","","","29.52749,-95.77089","Unknown","60039e1e793245300361f66b","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://communityimpact.com/houston/katy/public-safety/2021/01/15/new-sheriff-human-trafficking-is-another-pandemic-facing-fort-bend-county/","Internet/URL","","","","","","tah"
"United States","","","","","31.00047,-92.0004","Source","60039e1e793245300361f66c","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.kalb.com/2021/01/15/safe-central-how-child-traffickers-use-social-media-lsp-urges-parents-to-monitor-their-kids-online/","Internet/URL","","","","","","tah"
"United States","","","","","44.50024,-90.00041","Source","60039e1e793245300361f649","","","","Child Trafficking","Sexual Servitude","","Minor","CAR","","","","","","","","https://cbs3duluth.com/2021/01/14/it-could-happen-to-you-superior-teen-raising-awareness-about-human-trafficking-through-fundraiser/","Internet/URL","","","","","","tah"
"Egypt","","","","","30.06263,31.24967","Unknown","60038d4a8fcafbaf2a90800a","","","","Child Sexual Exploitation","Arts and Entertainment","","Minor","CAR","","","","","","","","https://www.outlookindia.com/website/story/world-news-tiktok-trouble-2-young-egyptian-women-to-stand-new-trial-over-human-trafficking-charges/370612","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a908003","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.cochranetimespost.ca/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"China","","","","","35,105","Source","60039e1e793245300361f65c","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/Vietnamese-Church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"Laos","","","","","18,105","Target","60039e1e793245300361f65c","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/Vietnamese-Church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"Cambodia","","","","","13,105","Unknown","60039e1e793245300361f65c","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/Vietnamese-Church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"Vietnam","","","","","10.82327,106.62978","Arrest","60039e1e793245300361f65c","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/Vietnamese-Church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"United States","","","","","37.77099,-122.26087","Unknown","60039e1e793245300361f644","","","","Child Trafficking","Sexual Servitude","","Minor","","","","","","","","","https://www.craftbrewingbusiness.com/featured/watch-this-awareness-video-on-human-trafficking-from-beer-wholesaler-markstein-sales-will-move-you-to-action/","Internet/URL","","","","","","tah"
"United States","","","","","35.75035,-86.25027","Unknown","60039e1e793245300361f645","","","","Sexual Exploitation","Sexual Servitude","","Forced","","","","","","","","","https://www.localmemphis.com/article/news/local/restore-corps-teams-up-with-sogiv-to-raise-awareness-in-the-fight-against-human-trafficking/522-e870891f-e5c7-4681-a35a-a3e56a965dba","Internet/URL","","","","","","tah"
"United States","","","","","43.02172,-87.92908","Arrest","60039e1e793245300361f65e","","","","Child Trafficking","","","Minor","AIRPORT","","","","","","","","https://www.fox6now.com/news/mitchell-intl-airport-unveils-campaign-to-end-human-trafficking","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a908005","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.northernnews.ca/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"Cameroon","","","","","3.86667,11.51667","Unknown","60038d4a8fcafbaf2a907fed","","","","Child Trafficking","Illicit Activities","","Minor","","","","","","","","","https://www.cameroononline.org/4-babies-rescued-in-cameroon-child-trafficking-bust/","Internet/URL","","","","","","tah"
"United States","","","","","40.25034,-83.00018","Arrest","60039e1e793245300361f64b","","","","Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.wytv.com/news/local-news/ohios-ag-thanks-law-enforcement-for-hard-work-in-helping-end-human-trafficking/","Internet/URL","","","","","","tah"
"Fiji","","","","","-18,178","Unknown","60039e1e793245300361f64f","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.fijitimes.com/fiji-hub-for-human-trafficking-in-the-pacific/","Internet/URL","","","","","","tah"
"Sudan","","","","","16,30","Source","60038d4a8fcafbaf2a907ff3","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.reuters.com/article/us-ethiopia-conflict-refugees/lone-ethiopian-child-refugees-seen-at-risk-of-exploitation-in-sudan-iduskbn29k262","Internet/URL","","","","","","tah"
"Ethiopia","","","","","9,39.5","Transit","60038d4a8fcafbaf2a907ff3","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.reuters.com/article/us-ethiopia-conflict-refugees/lone-ethiopian-child-refugees-seen-at-risk-of-exploitation-in-sudan-iduskbn29k262","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a908002","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.saultthisweek.com/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"United States","","","","","40.27245,-76.90567","Arrest","60039e1e793245300361f653","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.newswest9.com/article/news/local/jso-northeast-florida-human-trafficking-to-host-tuesday-news-conference/77-f470694f-81ff-47b9-82a4-a2c6a5bc3e0a","Internet/URL","","","","","","tah"
"United States","","","","","30.33218,-81.65565","Rescued","60039e1e793245300361f653","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.newswest9.com/article/news/local/jso-northeast-florida-human-trafficking-to-host-tuesday-news-conference/77-f470694f-81ff-47b9-82a4-a2c6a5bc3e0a","Internet/URL","","","","","","tah"
"United States","","","","","37.54812,-77.44675","Arrest","60039e1e793245300361f653","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.newswest9.com/article/news/local/jso-northeast-florida-human-trafficking-to-host-tuesday-news-conference/77-f470694f-81ff-47b9-82a4-a2c6a5bc3e0a","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Target","60039e1e793245300361f653","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.newswest9.com/article/news/local/jso-northeast-florida-human-trafficking-to-host-tuesday-news-conference/77-f470694f-81ff-47b9-82a4-a2c6a5bc3e0a","Internet/URL","","","","","","tah"
"United States","","","","","40.25034,-83.00018","Source","60039e1e793245300361f64c","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Minor","","","","","","","","","https://www.wlwt.com/article/state-of-ohio-teaching-people-how-to-spot-human-trafficking-in-their-communities/35217639","Internet/URL","","","","","","tah"
"United States","","","","","30.33218,-81.65565","Arrest","60038d4a8fcafbaf2a907ffc","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.firstcoastnews.com/article/entertainment/television/programs/gmj/jacksonville-nonprofit-growing-to-help-4x-as-many-human-trafficking-survivors/77-9d722787-84c6-4fa2-bed6-5b36459beec4","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Unknown","60038d4a8fcafbaf2a907ffc","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.firstcoastnews.com/article/entertainment/television/programs/gmj/jacksonville-nonprofit-growing-to-help-4x-as-many-human-trafficking-survivors/77-9d722787-84c6-4fa2-bed6-5b36459beec4","Internet/URL","","","","","","tah"
"United States","","","","","38.78928,-77.1872","Target","60038d4a8fcafbaf2a907ffc","","","","Child Trafficking","","","Minor","","","","","","","","","https://www.firstcoastnews.com/article/entertainment/television/programs/gmj/jacksonville-nonprofit-growing-to-help-4x-as-many-human-trafficking-survivors/77-9d722787-84c6-4fa2-bed6-5b36459beec4","Internet/URL","","","","","","tah"
"Georgia","","","","","41.99998,43.4999","Arrest","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","40.00032,-89.25037","Arrest","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","44.25029,-85.50033","Arrest","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","35.50069,-80.00032","Source","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","43.0389,-87.90647","Unknown","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","40.00032,-86.25027","Reference","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","39.17316,-77.27165","Unknown","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Arrest","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","43.07305,-89.40123","Unknown","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Arrest","60039e1e793245300361f665","","","","Child Trafficking","Illicit Activities","","Minor","CAR","","","","","","","","https://milwaukeenns.org/2021/01/15/post-from-community-41000-men-pledge-to-fight-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","38.00492,-121.80579","Arrest","60039e1e793245300361f65b","","","","Child Trafficking","Illicit Activities","","Minor","TRUCK","","","","","","","","https://www.brewbound.com/news/markstein-sales-company-combats-slavery-and-human-trafficking-appeals-to-other-business-leaders-to-get-involved","Internet/URL","","","","","","tah"
"United States","","","","","37.77099,-122.26087","Unknown","60039e1e793245300361f65b","","","","Child Trafficking","Illicit Activities","","Minor","TRUCK","","","","","","","","https://www.brewbound.com/news/markstein-sales-company-combats-slavery-and-human-trafficking-appeals-to-other-business-leaders-to-get-involved","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Arrest","60039e1e793245300361f65b","","","","Child Trafficking","Illicit Activities","","Minor","TRUCK","","","","","","","","https://www.brewbound.com/news/markstein-sales-company-combats-slavery-and-human-trafficking-appeals-to-other-business-leaders-to-get-involved","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","60039e1e793245300361f658","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.morningsun.net/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","60039e1e793245300361f669","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.monroenews.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking/1","Internet/URL","","","","","","tah"
"United States","","","","","33.67691,-117.77617","Source","60039e1e793245300361f663","","","","Child Trafficking","Sexual Servitude","","Minor","BUS","","","","","","","","http://www.oc-breeze.com/2021/01/15/192473_octa-be-the-one-campaign-helps-combat-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Rescued","60039e1e793245300361f663","","","","Child Trafficking","Sexual Servitude","","Minor","BUS","","","","","","","","http://www.oc-breeze.com/2021/01/15/192473_octa-be-the-one-campaign-helps-combat-human-trafficking/","Internet/URL","","","","","","tah"
"United States","","","","","44.50024,-90.00041","Source","60039e1e793245300361f651","","","","Child Trafficking","Sexual Servitude","","Minor","CAR","","","","","","","","https://kbjr6.com/2021/01/14/it-could-happen-to-you-superior-teen-raising-awareness-about-human-trafficking-through-fundraiser/","Internet/URL","","","","","","tah"
"Canada","","","","","49.25014,-84.49983","Unknown","60038d4a8fcafbaf2a908004","","","","Sexual Exploitation","Personal Sexual Servitude","","Minor","","","","","","","","","https://www.timminspress.com/news/program-launched-for-human-trafficking-survivors/wcm/8dac6808-e0cc-41a9-8c02-118fb3a7ff82","Internet/URL","","","","","","tah"
"China","","","","","35,105","Source","60038d4a8fcafbaf2a907fef","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/vietnamese-church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"Laos","","","","","18,105","Target","60038d4a8fcafbaf2a907fef","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/vietnamese-church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"Cambodia","","","","","13,105","Unknown","60038d4a8fcafbaf2a907fef","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/vietnamese-church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"Vietnam","","","","","10.82327,106.62978","Arrest","60038d4a8fcafbaf2a907fef","","","","Child Trafficking","Prostitution/Brothel/Escort Agency","","Forced","","","","","","","","","http://www.asianews.it/news-en/vietnamese-church-committed-to-fighting-human-trafficking-52078.html","Internet/URL","","","","","","tah"
"United Kingdom","","","","","54.75844,-2.69531","Unknown","60039e1e793245300361f655","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.freedomunited.org/news/tackling-forced-organ-harvesting-backed-uk-government/","Internet/URL","","","","","","tah"
"China","","","","","35,105","Target","60039e1e793245300361f655","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.freedomunited.org/news/tackling-forced-organ-harvesting-backed-uk-government/","Internet/URL","","","","","","tah"
"Switzerland","","","","","46.20804,6.12737","Source","60039e1e793245300361f655","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.freedomunited.org/news/tackling-forced-organ-harvesting-backed-uk-government/","Internet/URL","","","","","","tah"
"United States","","","","","33.52066,-86.80249","Source","60039e1e793245300361f655","","","","Forced Criminality","Illicit Activities","","Forced","","","","","","","","","https://www.freedomunited.org/news/tackling-forced-organ-harvesting-backed-uk-government/","Internet/URL","","","","","","tah"
"United States","","","","","37.06803,-81.51675","Unknown","600cc13a497202b439867178","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dailycaller.com/2021/01/14/texas-woman-minor-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Unknown","600cc13a497202b439867178","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dailycaller.com/2021/01/14/texas-woman-minor-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","38.61329,-80.84403","Unknown","600cc13a497202b439867178","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dailycaller.com/2021/01/14/texas-woman-minor-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","29.76328,-95.36327","Reference","600cc13a497202b439867178","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dailycaller.com/2021/01/14/texas-woman-minor-female-genital-mutilation/","Internet/URL","","","","","","tah"
"Sudan","","","","","16,30","Source","600cc13a497202b43986716d","","","","Child Trafficking","Amusement and Recreation","","Minor","","","","","","","","","https://news.trust.org/item/20210115131115-vv6zd/","Internet/URL","","","","","","tah"
"Ethiopia","","","","","9,39.5","Source","600cc13a497202b43986716d","","","","Child Trafficking","Amusement and Recreation","","Minor","","","","","","","","","https://news.trust.org/item/20210115131115-vv6zd/","Internet/URL","","","","","","tah"
"United Kingdom","","","","","54.75844,-2.69531","Unknown","600cc13a497202b43986716d","","","","Child Trafficking","Amusement and Recreation","","Minor","","","","","","","","","https://news.trust.org/item/20210115131115-vv6zd/","Internet/URL","","","","","","tah"
"Australia","","","","","-33.86785,151.20732","Arrest","600cc13a497202b4398671b6","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.smh.com.au/national/nsw/lane-cove-man-26-charged-with-possessing-child-abuse-material-and-bestiality-20210115-p56uen.html","Internet/URL","","","","","","tah"
"Australia","","","","","-41.26999,146.05916","Unknown","600cc13a497202b4398671b6","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.smh.com.au/national/nsw/lane-cove-man-26-charged-with-possessing-child-abuse-material-and-bestiality-20210115-p56uen.html","Internet/URL","","","","","","tah"
"Australia","","","","","-33.82321,151.17028","Unknown","600cc13a497202b4398671b6","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.smh.com.au/national/nsw/lane-cove-man-26-charged-with-possessing-child-abuse-material-and-bestiality-20210115-p56uen.html","Internet/URL","","","","","","tah"
"Australia","","","","","-33,146","Unknown","600cc13a497202b4398671f4","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.seymourtelegraph.com.au/national/2021/01/15/2620248?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"Australia","","","","","-20,145","Unknown","600cc13a497202b4398671f4","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.seymourtelegraph.com.au/national/2021/01/15/2620248?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"Australia","","","","","-20,134","Target","600cc13a497202b4398671f4","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.seymourtelegraph.com.au/national/2021/01/15/2620248?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","600cc13a497202b43986716a","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.therolladailynews.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","28.53834,-81.37924","Arrest","600cc13a497202b439867181","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox7austin.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server?taid=600101b4933c880001bc119a&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter","Internet/URL","","","","","","tah"
"United States","","","","","25.77427,-80.19366","Unknown","600cc13a497202b439867181","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox7austin.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server?taid=600101b4933c880001bc119a&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter","Internet/URL","","","","","","tah"
"United States","","","","","28.75054,-82.5001","Unknown","600cc13a497202b439867181","","","","Child Sexual Exploitation","Sexual Servitude","","Minor","","","","","","","","","https://www.fox7austin.com/news/it-was-torture-police-describe-abuse-boy-endured-before-being-rescued-by-orlando-server?taid=600101b4933c880001bc119a&utm_campaign=trueanthem&utm_medium=trueanthem&utm_source=twitter","Internet/URL","","","","","","tah"
"Australia","","","","","-33,146","Unknown","600cc13a497202b4398671bd","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.mcivortimes.com.au/national/2021/01/15/2620196?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"Australia","","","","","-20,145","Unknown","600cc13a497202b4398671bd","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.mcivortimes.com.au/national/2021/01/15/2620196?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"Australia","","","","","-20,134","Target","600cc13a497202b4398671bd","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.mcivortimes.com.au/national/2021/01/15/2620196?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"Ireland","","","","","53.33306,-6.24889","Target","600cc13a497202b439867211","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.rte.ie/news/2021/0115/1190037-john-connors-interview/","Internet/URL","","","","","","tah"
"United Kingdom","","","","","54.75844,-2.69531","Unknown","600cc13a497202b43986716b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dfw.cbslocal.com/2021/01/15/texas-woman-zahra-badri-indicted-for-transporting-child-for-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","37.06803,-81.51675","Unknown","600cc13a497202b43986716b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dfw.cbslocal.com/2021/01/15/texas-woman-zahra-badri-indicted-for-transporting-child-for-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","31.25044,-99.25061","Arrest","600cc13a497202b43986716b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dfw.cbslocal.com/2021/01/15/texas-woman-zahra-badri-indicted-for-transporting-child-for-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","38.61329,-80.84403","Unknown","600cc13a497202b43986716b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dfw.cbslocal.com/2021/01/15/texas-woman-zahra-badri-indicted-for-transporting-child-for-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","29.76328,-95.36327","Source","600cc13a497202b43986716b","","","","Child Sexual Exploitation","Illicit Activities","","Minor","TRUCK","","","","","","","","https://dfw.cbslocal.com/2021/01/15/texas-woman-zahra-badri-indicted-for-transporting-child-for-female-genital-mutilation/","Internet/URL","","","","","","tah"
"United States","","","","","32.36681,-86.29997","Unknown","600cc13a497202b4398671aa","","","","Child Sexual Exploitation","Illicit Activities","","Minor","","","","","","","","","https://www.neoshodailynews.com/opinion/20210115/bozelko-column-trump-threw-away-his-legacy-on-human-trafficking","Internet/URL","","","","","","tah"
"United States","","","","","39.32972,-104.92956","Unknown","600cc13a497202b4398671a7","","","","Sexual Exploitation","Illicit Activities","","Minor","CAR","","","","","","","","https://www.recordcourier.com/news/crime/may-10-trial-date-set-in-eluding-case-involving-a-red-audi-and-a-fake-fbi-badge/","Internet/URL","","","","","","tah"
"United States","","","","","37.25022,-119.75126","Arrest","600cc13a497202b4398671a7","","","","Sexual Exploitation","Illicit Activities","","Minor","CAR","","","","","","","","https://www.recordcourier.com/news/crime/may-10-trial-date-set-in-eluding-case-involving-a-red-audi-and-a-fake-fbi-badge/","Internet/URL","","","","","","tah"
"Australia","","","","","-33,146","Unknown","600cc13a497202b43986718c","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.cobramcourier.com.au/national/2021/01/15/2620195?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
"Australia","","","","","-20,145","Unknown","600cc13a497202b43986718c","","","","Sexual Exploitation","Pre-School/Child Day Care Service","","Minor","","","","","","","","","http://www.cobramcourier.com.au/national/2021/01/15/2620195?slug=virus-shows-schools-role-in-child-safety","Internet/URL","","","","","","tah"
